"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
33,"No","Travel_Rarely",NA,"Research & Development",8,4,"Life Sciences",1798,4,"Male",90,4,1,"Research Scientist",1,"Married",3143,6076,NA,"No",19,3,NA,1,14,1,3,10,8,7,6
28,"No","Travel_Rarely",1181,"Research & Development",1,3,"Life Sciences",1799,3,"Male",82,3,1,"Research Scientist",4,"Married",2044,5531,1,"No",11,3,3,1,5,6,4,5,3,0,3
39,"No","Travel_Rarely",1253,"Research & Development",10,1,"Medical",1800,3,"Male",65,3,3,"Research Director",NA,"Single",13464,7914,7,"No",21,4,3,0,9,3,3,4,3,2,2
46,"No","Non-Travel",849,"Sales",26,2,"Life Sciences",1801,2,"Male",98,2,NA,"Sales Executive",2,"Single",7991,25166,8,"No",15,3,3,0,6,3,3,2,2,2,2
40,"No","Travel_Rarely",616,"Research & Development",2,2,"Life Sciences",1802,3,"Female",99,3,1,"Laboratory Technician",1,"Married",3377,25605,4,"No",17,3,4,1,7,5,2,4,3,0,2
42,"No","Travel_Rarely",1128,"Research & Development",13,3,"Medical",1803,2,"Male",95,4,2,"Healthcare Representative",1,"Married",5538,5696,5,"No",18,3,3,2,10,2,2,0,0,0,0
35,"No","Non-Travel",1180,"Research & Development",2,2,"Medical",1804,2,"Male",90,3,2,"Sales Executive",4,"Divorced",5762,24442,2,"No",14,3,3,1,15,6,3,7,7,1,7
38,"No","Non-Travel",1336,"Human Resources",2,3,"Human Resources",1805,1,"Male",100,3,1,"Human Resources",2,"Divorced",2592,7129,5,"No",13,3,4,3,13,3,3,11,10,3,8
34,"Yes","Travel_Frequently",234,"Research & Development",9,4,"Life Sciences",1807,4,"Male",93,3,2,"Sales Executive",1,"Married",5346,6208,4,"No",17,3,NA,1,11,3,2,7,1,0,NA
37,"Yes","Travel_Rarely",370,"Research & Development",10,4,"Life Sciences",1809,4,"Male",58,3,2,"Manufacturing Director",1,"Single",4213,4992,1,"No",15,3,2,0,10,4,1,10,3,0,8
39,"No","Travel_Frequently",766,"Sales",20,3,"Life Sciences",1812,3,"Male",83,3,2,"Sales Executive",NA,"Divorced",4127,19188,2,"No",18,3,4,1,7,6,3,2,1,2,2
43,"No","Non-Travel",343,"Research & Development",9,3,"Life Sciences",1813,1,"Male",52,3,1,"Research Scientist",3,"Single",2438,24978,4,"No",13,3,3,0,7,2,2,3,2,1,2
41,"No","Travel_Rarely",447,"Research & Development",5,3,"Life Sciences",1814,2,"Male",85,4,2,"Healthcare Representative",2,"Single",6870,15530,3,"No",12,3,1,0,11,3,1,3,2,1,2
41,"No","Travel_Rarely",796,"Sales",4,1,"Life Sciences",1815,3,"Female",81,3,3,"Sales Executive",3,"Divorced",10447,26458,0,"Yes",13,3,4,1,23,3,4,22,14,13,5
30,"No","Travel_Rarely",1092,"Research & Development",10,3,"Life Sciences",1816,1,"Female",64,3,3,"Manufacturing Director",3,"Single",9667,2739,9,"No",14,3,2,0,9,3,3,7,7,0,2
26,"Yes","Travel_Rarely",920,"Human Resources",20,2,"Medical",1818,4,"Female",69,3,1,"Human Resources",2,"Married",2148,6889,0,"Yes",11,3,3,0,6,3,3,5,1,1,4
46,"Yes","Travel_Rarely",261,"Research & Development",21,2,"Medical",1821,4,"Female",66,3,2,"Healthcare Representative",2,"Married",8926,10842,4,"No",22,4,4,1,13,2,4,9,7,3,7
40,"No","Travel_Rarely",1194,"Research & Development",1,3,"Life Sciences",1822,3,"Female",52,3,2,"Healthcare Representative",4,"Divorced",6513,9060,4,"No",17,3,4,1,12,3,3,5,3,0,3
34,"No","Travel_Rarely",810,"Sales",8,2,"Technical Degree",1823,2,"Male",92,4,2,"Sales Executive",3,"Married",6799,22128,1,"No",21,4,3,2,10,5,3,NA,8,4,8
58,"No","Non-Travel",350,"Sales",NA,3,"Medical",1824,2,"Male",52,3,4,"Manager",2,"Divorced",16291,22577,4,"No",22,4,4,1,37,0,2,16,9,14,14
35,"No","Travel_Rarely",185,"Research & Development",23,4,"Medical",1826,2,"Male",91,1,1,"Laboratory Technician",3,"Married",NA,9696,0,"No",16,3,2,1,6,2,4,5,4,0,3
47,"No","Travel_Rarely",1001,"Research & Development",4,3,"Life Sciences",1827,3,"Female",92,2,3,"Manufacturing Director",2,"Divorced",10333,19271,8,"Yes",12,3,3,1,28,4,3,22,11,14,10
40,"No","Travel_Rarely",750,"Research & Development",12,3,"Life Sciences",1829,2,"Female",47,3,2,"Healthcare Representative",1,"Divorced",4448,10748,2,"No",12,3,2,1,15,3,3,7,4,7,7
54,"No","Travel_Rarely",431,"Research & Development",7,4,"Life Sciences",1830,4,"Female",68,3,2,"Research Scientist",4,"Married",6854,15696,4,"No",15,3,2,1,14,2,2,7,1,1,7
31,"No","Travel_Frequently",1125,"Sales",7,4,"Life Sciences",1833,1,"Female",68,3,3,"Sales Executive",NA,"Married",9637,8277,2,"No",14,3,4,2,9,3,3,3,2,2,2
28,"No","Travel_Rarely",1217,"Research & Development",1,3,"Medical",1834,3,"Female",67,3,1,"Research Scientist",1,"Married",3591,12719,1,"No",25,4,3,1,3,3,3,3,2,1,2
38,"No","Travel_Rarely",723,"Sales",2,4,"Marketing",1835,2,"Female",77,1,2,"Sales Representative",4,"Married",5405,4244,2,"Yes",20,4,1,2,20,4,2,4,2,0,3
26,"No","Travel_Rarely",572,"Sales",10,3,"Medical",1836,3,"Male",46,3,2,"Sales Executive",4,"Single",4684,9125,1,"No",13,3,1,0,5,4,3,5,3,1,2
58,"No","Travel_Frequently",1216,"Research & Development",15,4,"Life Sciences",1837,1,"Male",87,3,4,"Research Director",3,"Married",15787,21624,2,"Yes",14,3,2,0,23,3,3,2,2,2,2
18,"No","Non-Travel",1431,"Research & Development",14,3,"Medical",1839,NA,"Female",33,3,1,"Research Scientist",3,"Single",1514,8018,1,"No",16,3,3,0,0,4,1,0,0,0,0
31,"Yes","Travel_Rarely",359,"Human Resources",18,5,"Human Resources",1842,4,"Male",89,4,1,"Human Resources",1,"Married",2956,21495,0,"No",17,3,3,0,2,4,3,1,0,0,0
29,"Yes","Travel_Rarely",350,"Human Resources",13,3,"Human Resources",1844,1,"Male",56,2,1,"Human Resources",1,"Divorced",2335,3157,4,"Yes",15,3,4,3,4,3,3,2,2,2,0
45,"No","Non-Travel",589,"Sales",2,4,"Life Sciences",1845,3,"Female",67,3,2,"Sales Executive",3,"Married",5154,19665,4,"No",22,4,2,2,10,3,4,8,7,5,7
36,"No","Travel_Rarely",430,"Research & Development",2,4,"Other",1847,4,"Female",73,3,2,"Research Scientist",2,"Married",6962,19573,4,"Yes",22,4,4,1,15,2,3,1,0,0,0
43,"No","Travel_Frequently",1422,"Sales",2,4,"Life Sciences",1849,1,"Male",92,3,2,"Sales Executive",4,"Married",5675,19246,1,"No",20,4,3,1,7,5,3,7,7,NA,7
27,"No","Travel_Frequently",1297,"Research & Development",5,2,"Life Sciences",1850,4,"Female",53,3,1,"Laboratory Technician",4,"Single",2379,19826,0,"Yes",14,3,3,0,6,3,2,5,4,0,2
29,"No","Travel_Frequently",574,"Research & Development",20,1,"Life Sciences",1852,4,"Male",40,3,1,"Laboratory Technician",4,"Married",3812,7003,1,"No",13,3,2,0,11,3,4,11,8,3,10
32,"No","Travel_Frequently",NA,"Sales",10,4,"Marketing",1853,4,"Male",79,3,2,"Sales Executive",4,"Single",4648,26075,8,"No",13,3,3,0,4,2,4,0,0,0,0
42,"No","Travel_Rarely",355,"Research & Development",10,4,"Technical Degree",1854,3,"Male",38,3,1,"Research Scientist",3,"Married",2936,6161,3,"No",22,4,2,2,10,1,2,6,3,3,3
47,"No","Travel_Rarely",207,"Research & Development",9,4,"Life Sciences",1856,2,"Female",64,3,1,"Laboratory Technician",3,"Single",2105,5411,4,"No",12,3,3,0,7,2,3,2,2,2,0
46,"No","Travel_Rarely",706,"Research & Development",2,2,"Life Sciences",1857,4,"Male",82,3,3,"Manufacturing Director",4,"Divorced",8578,19989,3,"No",14,3,3,1,12,4,2,9,8,4,7
28,"No","Non-Travel",280,"Human Resources",1,2,"Life Sciences",1858,3,"Male",43,3,1,"Human Resources",4,"Divorced",NA,10494,1,"No",15,3,2,1,3,2,3,3,2,2,2
29,"No","Travel_Rarely",726,"Research & Development",29,1,"Life Sciences",1859,4,"Male",93,1,2,"Healthcare Representative",3,"Divorced",6384,21143,8,"No",17,3,4,2,11,3,3,7,0,1,6
42,"No","Travel_Rarely",1142,"Research & Development",8,3,"Life Sciences",1860,4,"Male",81,3,1,"Laboratory Technician",3,"Single",3968,13624,4,"No",13,3,4,0,8,3,3,0,0,0,0
32,"Yes","Travel_Rarely",414,"Sales",2,4,"Life Sciences",1862,3,"Male",82,2,2,"Sales Executive",2,"Single",9907,26186,7,"Yes",12,3,3,0,7,3,2,2,2,2,2
46,"No","Travel_Rarely",1319,"Sales",3,3,"Technical Degree",1863,1,"Female",45,4,4,"Sales Executive",1,"Divorced",13225,7739,2,"No",12,3,4,1,25,5,3,19,17,2,8
27,"No","Travel_Rarely",728,"Sales",23,1,"Life Sciences",1864,2,"Female",36,2,2,"Sales Representative",3,"Married",3540,7018,1,"No",21,4,4,1,9,5,3,9,8,5,8
29,"No","Travel_Rarely",352,"Human Resources",6,1,"Medical",1865,4,"Male",87,2,1,"Human Resources",2,"Married",2804,15434,1,"No",11,3,4,0,1,3,3,1,0,0,0
43,"No","Travel_Rarely",823,"Research & Development",6,3,"Medical",1866,1,"Female",81,2,5,"Manager",3,"Married",19392,22539,7,"No",13,3,4,0,NA,2,3,16,12,6,14
48,"No","Travel_Rarely",1224,"Research & Development",10,3,"Life Sciences",1867,4,"Male",91,2,5,"Research Director",2,"Married",19665,13583,4,"No",12,3,4,0,29,3,3,22,10,12,NA
29,"Yes","Travel_Frequently",459,"Research & Development",24,2,"Life Sciences",1868,4,"Male",73,2,1,"Research Scientist",4,"Single",2439,14753,1,"Yes",24,4,2,0,1,NA,2,1,0,1,0
46,"Yes","Travel_Rarely",1254,"Sales",10,3,"Life Sciences",1869,3,"Female",64,3,3,"Sales Executive",2,"Married",7314,14011,5,"No",21,4,3,3,14,2,3,8,7,0,7
27,"No","Travel_Frequently",1131,"Research & Development",15,3,"Life Sciences",1870,4,"Female",77,2,1,"Research Scientist",1,"Married",4774,23844,0,"No",19,3,4,NA,8,2,2,7,6,7,3
39,"No","Travel_Rarely",835,"Research & Development",NA,4,"Other",1871,4,"Male",41,3,2,"Research Scientist",4,"Divorced",3902,5141,8,"No",14,3,2,3,7,2,3,2,2,2,2
55,"No","Travel_Rarely",836,"Research & Development",2,4,"Technical Degree",1873,2,"Male",98,2,1,"Research Scientist",NA,"Married",2662,7975,8,"No",NA,4,2,1,19,2,4,5,2,0,4
28,"No","Travel_Rarely",1172,"Sales",3,3,"Medical",1875,2,"Female",78,3,1,"Sales Representative",2,"Married",NA,3692,1,"No",19,3,4,1,1,3,3,1,0,0,0
30,"Yes","Travel_Rarely",945,"Sales",9,3,"Medical",1876,2,"Male",89,3,1,"Sales Representative",4,"Single",1081,16019,1,"No",13,3,3,0,1,3,2,1,0,0,0
22,"Yes","Travel_Rarely",391,"Research & Development",7,1,"Life Sciences",1878,4,"Male",NA,3,1,"Research Scientist",2,"Single",2472,26092,1,"Yes",23,4,1,0,1,2,3,1,0,0,0
36,"No","Travel_Rarely",1266,"Sales",10,4,"Technical Degree",1880,2,"Female",63,2,2,"Sales Executive",3,"Married",5673,6060,1,"Yes",13,3,1,1,NA,4,3,10,9,1,7
31,"No","Travel_Rarely",311,"Research & Development",20,3,"Life Sciences",1881,NA,"Male",89,3,2,"Laboratory Technician",3,"Married",4197,18624,1,"No",11,3,1,1,10,2,3,10,8,0,2
34,"No","Travel_Rarely",1480,"Sales",4,3,"Life Sciences",1882,NA,"Male",64,3,3,"Sales Executive",4,"Married",9713,24444,2,"Yes",13,3,4,3,9,3,3,5,3,1,0
29,"No","Travel_Rarely",592,"Research & Development",7,3,"Life Sciences",1883,4,"Male",59,3,1,"Laboratory Technician",1,"Single",2062,19384,3,"No",14,3,2,0,11,2,3,3,2,1,2
37,"No","Travel_Rarely",783,"Research & Development",7,4,"Medical",1885,4,"Male",78,3,2,"Research Scientist",1,"Married",4284,13588,5,"Yes",22,4,3,1,16,2,3,5,3,0,4
35,"No","Travel_Rarely",219,"Research & Development",16,2,"Other",1886,4,"Female",44,2,2,"Manufacturing Director",2,"Married",4788,25388,0,"Yes",11,3,4,0,NA,2,3,3,2,0,2
45,"No","Travel_Rarely",556,"Research & Development",25,2,"Life Sciences",1888,2,"Female",93,2,2,"Sales Executive",4,"Married",5906,23888,0,"No",13,3,4,2,10,2,2,9,8,3,8
36,"No","Travel_Frequently",1213,"Human Resources",2,1,"Human Resources",1890,2,"Male",94,2,2,"Human Resources",4,"Single",3886,4223,1,"No",21,4,4,0,10,2,2,10,1,0,8
40,"No","Travel_Rarely",1137,"Research & Development",1,4,"Life Sciences",1892,1,"Male",98,3,4,"Manager",1,"Divorced",16823,18991,2,"No",11,3,1,1,22,3,3,19,7,11,16
26,"No","Travel_Rarely",482,"Research & Development",1,2,"Life Sciences",1893,2,"Female",90,2,1,"Research Scientist",3,"Married",2933,14908,1,"Yes",13,3,NA,1,1,3,2,1,0,1,0
27,"No","Travel_Rarely",511,"Sales",2,2,"Medical",1898,1,"Female",89,4,2,"Sales Executive",3,"Single",6500,26997,0,"No",14,3,2,0,9,5,2,8,7,0,7
48,"No","Travel_Frequently",117,"Research & Development",22,3,"Medical",1900,4,"Female",58,3,4,"Manager",4,"Divorced",17174,2437,3,"No",11,3,2,1,24,3,3,22,17,4,7
44,"No","Travel_Rarely",170,"Research & Development",1,4,"Life Sciences",1903,2,"Male",78,4,2,"Healthcare Representative",1,"Married",5033,NA,2,"No",15,3,4,1,10,5,3,2,0,2,2
34,"Yes","Travel_Rarely",967,"Research & Development",16,4,"Technical Degree",1905,4,"Male",85,1,1,"Research Scientist",1,"Married",2307,14460,1,"Yes",23,4,2,1,NA,2,3,5,2,3,0
56,"Yes","Travel_Rarely",1162,"Research & Development",24,2,"Life Sciences",1907,1,"Male",97,3,1,"Laboratory Technician",4,"Married",2587,10261,1,"No",16,3,4,0,5,3,3,4,2,1,0
36,"No","Travel_Rarely",335,"Sales",17,2,"Life Sciences",1908,3,"Male",33,2,2,"Sales Executive",2,"Married",5507,16822,2,"No",16,3,3,2,12,1,1,4,2,1,3
41,"No","Travel_Rarely",337,"Sales",8,NA,"Marketing",1909,3,"Female",54,NA,2,"Sales Executive",2,"Married",4393,26841,5,"No",21,4,3,1,14,3,3,5,4,1,4
42,"No","Travel_Rarely",1396,"Research & Development",6,3,"Medical",1911,3,"Male",83,3,3,"Research Director",1,"Married",13348,14842,9,"No",13,3,2,1,18,3,4,13,7,5,7
31,"No","Travel_Rarely",1079,"Sales",10,2,"Life Sciences",1912,3,"Female",86,3,2,"Sales Executive",4,"Divorced",6583,20115,2,"Yes",11,3,4,1,8,2,NA,5,2,1,4
34,"No","Travel_Rarely",735,"Sales",3,1,"Life Sciences",1915,4,"Female",75,2,2,"Sales Executive",4,"Married",8103,16495,3,"Yes",12,3,3,0,9,3,2,4,2,0,1
31,"No","Travel_Rarely",471,"Research & Development",4,3,"Medical",1916,1,"Female",62,4,1,"Laboratory Technician",3,"Divorced",3978,16031,8,"No",12,3,2,1,4,0,2,2,2,2,2
26,"No","Travel_Frequently",1096,"Research & Development",6,3,"Other",1918,3,"Male",61,4,1,"Laboratory Technician",4,"Married",2544,7102,0,"No",18,3,1,1,8,3,3,7,7,7,7
45,"No","Travel_Frequently",1297,"Research & Development",1,4,"Medical",1922,2,"Male",44,3,2,"Healthcare Representative",3,"Single",5399,14511,4,"No",12,3,3,0,12,3,3,4,2,0,3
33,"No","Travel_Rarely",217,"Sales",10,4,"Marketing",1924,2,"Male",43,3,NA,"Sales Executive",3,"Single",5487,10410,1,"No",14,3,2,0,10,2,2,10,4,0,NA
28,"No","Travel_Frequently",783,"Sales",1,2,"Life Sciences",1927,3,"Male",42,2,2,"Sales Executive",4,"Married",6834,19255,1,"Yes",12,3,3,1,7,2,3,7,7,0,7
29,"Yes","Travel_Frequently",746,"Sales",24,3,"Life Sciences",1928,3,"Male",45,4,1,"Sales Representative",1,"Single",1091,10642,1,"No",NA,3,4,0,1,3,3,1,0,0,0
39,"No","Non-Travel",1251,"Sales",21,4,"Life Sciences",1929,1,"Female",32,1,2,"Sales Executive",3,"Married",5736,3987,6,"No",19,3,3,1,10,1,3,3,2,NA,2
27,"No","Travel_Rarely",1354,"Research & Development",2,4,"Technical Degree",1931,2,"Male",41,3,1,"Research Scientist",2,"Married",2226,6073,1,"No",11,3,3,1,6,3,2,5,3,1,2
34,"No","Travel_Frequently",735,"Research & Development",22,4,"Other",1932,3,"Male",86,2,2,"Research Scientist",4,"Married",5747,26496,1,"Yes",15,3,2,0,16,3,3,15,10,6,11
28,"Yes","Travel_Rarely",1475,"Sales",13,2,"Life Sciences",1933,4,"Male",84,3,2,"Sales Executive",3,"Single",9854,23352,3,"Yes",11,3,4,0,6,0,3,2,0,2,2
47,"No","Non-Travel",1169,"Research & Development",14,4,"Technical Degree",1934,3,"Male",64,3,2,"Research Scientist",2,"Married",5467,2125,8,"No",18,3,3,1,16,4,4,8,7,1,7
56,"No","Travel_Rarely",1443,"Sales",11,5,"Life Sciences",1935,4,"Male",89,2,2,"Sales Executive",1,"Married",5380,20328,4,"No",16,3,3,1,6,3,3,0,0,0,0
39,"No","Travel_Rarely",867,"Research & Development",9,2,"Life Sciences",1936,1,"Male",87,3,2,"Manufacturing Director",1,"Married",5151,12315,1,"No",25,4,4,1,10,3,3,10,0,7,9
38,"No","Travel_Frequently",1394,"Research & Development",8,3,"Life Sciences",1937,4,"Female",58,2,2,"Research Scientist",2,"Divorced",2133,18115,1,"Yes",16,3,3,1,20,3,3,20,11,0,7
58,"No","Travel_Rarely",605,"Sales",21,3,"Life Sciences",1938,4,"Female",72,3,4,"Manager",4,"Married",17875,NA,4,"Yes",13,3,3,1,29,2,2,1,0,0,0
32,"Yes","Travel_Frequently",238,"Research & Development",5,2,"Life Sciences",1939,1,"Female",47,4,1,"Research Scientist",3,"Single",2432,15318,3,"Yes",14,3,1,0,8,2,3,4,1,0,3
NA,"No","Travel_Rarely",1206,"Research & Development",9,2,"Life Sciences",1940,2,"Male",71,3,1,"Research Scientist",4,"Divorced",4771,14293,2,"No",19,3,4,2,10,0,4,5,2,0,3
49,"No","Travel_Frequently",1064,"Research & Development",2,1,"Life Sciences",1941,2,"Male",42,3,5,"Research Director",4,"Married",19161,13738,3,"No",15,3,4,0,28,3,3,5,4,4,3
42,"No","Travel_Rarely",419,"Sales",12,4,"Marketing",1943,2,"Male",77,3,2,"Sales Executive",4,"Divorced",5087,2900,3,"Yes",12,3,3,2,14,4,3,0,0,0,0
27,"Yes","Travel_Frequently",1337,"Human Resources",22,3,"Human Resources",1944,1,"Female",58,2,1,"Human Resources",2,"Married",2863,19555,1,"No",12,3,1,0,1,2,NA,1,0,0,0
35,"No","Travel_Rarely",682,"Sales",18,4,"Life Sciences",1945,2,"Male",71,3,2,"Sales Executive",1,"Married",5561,15975,0,"No",16,3,4,1,6,2,1,5,3,NA,4
28,"No","Non-Travel",1103,"Research & Development",16,3,"Medical",1947,3,"Male",49,3,1,"Research Scientist",3,"Single",2144,2122,NA,"No",14,3,3,0,5,3,2,5,3,1,4
31,"No","Travel_Rarely",976,"Research & Development",3,2,"Life Sciences",1948,3,"Male",48,3,1,"Research Scientist",1,"Divorced",3065,3995,1,"Yes",13,3,4,1,4,3,4,4,2,2,3
36,"No","Non-Travel",1351,"Research & Development",9,4,"Life Sciences",1949,1,"Male",66,4,1,"Laboratory Technician",2,"Married",2810,9238,1,"No",22,4,2,0,5,3,3,NA,4,0,2
34,"No","Travel_Rarely",937,"Sales",1,3,"Marketing",1950,1,"Male",32,3,3,"Sales Executive",4,"Single",9888,6770,1,"No",21,4,1,0,14,3,2,14,8,2,1
34,"No","Travel_Rarely",1239,"Sales",13,4,"Life Sciences",1951,4,"Male",NA,3,3,"Sales Executive",3,"Divorced",8628,22914,1,"No",18,3,3,1,9,NA,2,8,7,1,1
26,"No","Travel_Rarely",157,"Research & Development",1,3,"Life Sciences",1952,3,"Male",95,3,1,"Laboratory Technician",1,"Single",2867,20006,0,"No",13,3,4,0,8,6,2,7,7,7,6
29,"No","Travel_Rarely",136,"Research & Development",1,3,"Life Sciences",1954,1,"Male",89,3,2,"Healthcare Representative",1,"Married",5373,6225,0,"No",12,3,1,1,6,5,2,5,3,NA,2
32,"No","Non-Travel",1146,"Research & Development",15,4,"Life Sciences",1955,3,"Female",34,3,2,"Healthcare Representative",NA,"Divorced",6667,16542,5,"No",18,3,2,1,9,6,3,5,1,1,2
31,"No","Travel_Frequently",1125,"Research & Development",1,3,"Life Sciences",1956,4,"Male",48,1,2,"Research Scientist",1,"Married",5003,5771,1,"No",21,4,2,0,10,6,3,10,8,8,7
28,"Yes","Travel_Rarely",1404,"Research & Development",17,NA,"Technical Degree",1960,3,"Male",32,2,1,"Laboratory Technician",4,"Divorced",2367,18779,5,"No",12,3,1,1,6,2,2,4,1,0,3
38,"No","Travel_Rarely",1404,"Sales",1,3,"Life Sciences",1961,1,"Male",59,2,1,"Sales Representative",1,"Single",2858,11473,4,"No",14,3,1,0,20,3,2,1,NA,0,0
35,"No","Travel_Rarely",1224,"Sales",7,4,"Life Sciences",1962,3,"Female",55,3,2,"Sales Executive",4,"Married",5204,13586,1,"Yes",11,3,4,0,10,2,3,10,8,0,9
27,"No","Travel_Rarely",954,"Sales",NA,NA,"Marketing",1965,4,"Male",44,3,2,"Sales Executive",4,"Single",4105,5099,1,"No",14,3,1,0,7,5,3,7,7,0,7
32,"No","Travel_Rarely",1373,"Research & Development",5,4,"Life Sciences",1966,4,"Male",56,2,2,"Sales Executive",4,"Single",9679,10138,8,"No",24,4,2,0,8,1,3,1,0,0,0
31,"Yes","Travel_Frequently",754,"Sales",26,4,"Life Sciences",1967,1,"Male",63,3,2,"Sales Executive",4,"Married",5617,21075,1,"Yes",11,3,3,0,10,4,3,10,7,0,8
53,"No","Travel_Rarely",1168,"Sales",24,4,"Life Sciences",1968,1,"Male",66,3,3,"Sales Executive",1,"Single",10448,5843,6,"Yes",13,3,2,0,15,2,2,2,2,2,2
54,"No","Travel_Rarely",155,"Research & Development",9,2,"Life Sciences",1969,1,"Female",67,NA,2,"Research Scientist",3,"Married",2897,22474,NA,"No",11,3,3,2,9,6,2,4,3,2,3
33,"No","Travel_Frequently",1303,"Research & Development",7,2,"Life Sciences",1970,4,"Male",36,3,2,"Healthcare Representative",3,"Married",5968,18079,1,"No",20,4,3,3,9,2,3,9,7,2,8
43,"No","Travel_Rarely",574,"Research & Development",11,3,"Life Sciences",1971,1,"Male",NA,3,3,"Healthcare Representative",3,"Married",7510,16873,1,"No",17,3,2,1,10,1,3,10,9,0,9
NA,"No","Travel_Frequently",1444,"Human Resources",1,4,"Other",1972,4,"Male",88,3,1,"Human Resources",2,"Married",2991,5224,0,"Yes",11,3,2,1,7,2,3,6,2,1,2
55,"No","Travel_Rarely",189,"Human Resources",26,4,"Human Resources",NA,NA,"Male",71,4,5,"Manager",2,"Married",19636,25811,4,"Yes",18,3,1,1,35,0,3,10,9,1,4
31,"No","Travel_Rarely",1276,"Research & Development",2,1,"Medical",1974,4,"Female",59,1,1,"Laboratory Technician",4,"Divorced",1129,17536,NA,"Yes",11,3,3,3,1,4,3,1,0,0,0
39,"No","Travel_Rarely",119,"Sales",15,4,"Life Sciences",NA,2,"Male",77,3,4,"Sales Executive",1,"Single",13341,25098,0,"No",12,3,1,0,21,3,3,20,8,11,10
42,"No","Non-Travel",335,"Research & Development",23,2,"Life Sciences",1976,4,"Male",37,2,2,"Research Scientist",3,"Single",4332,14811,1,"No",12,3,4,0,20,2,3,20,9,3,7
31,"No","Non-Travel",697,"Research & Development",10,3,"Life Sciences",1979,3,"Female",40,3,3,"Research Director",3,"Married",11031,26862,4,"No",20,4,3,1,13,2,4,11,7,4,8
NA,"No","Travel_Rarely",157,"Research & Development",10,3,"Life Sciences",1980,3,"Female",77,3,2,"Sales Executive",1,"Single",4440,25198,6,"Yes",19,3,4,0,9,3,3,5,2,1,4
24,"No","Travel_Rarely",771,"Research & Development",1,2,"Life Sciences",1981,2,"Male",45,2,2,"Healthcare Representative",3,"Single",4617,14120,1,"No",12,3,2,0,4,2,2,4,3,1,2
23,"No","Travel_Rarely",571,"Research & Development",12,2,"Other",1982,4,"Male",78,3,1,"Laboratory Technician",4,"Single",2647,13672,1,"No",13,3,3,0,5,6,4,5,2,1,4
40,"No","Travel_Frequently",692,"Research & Development",11,3,"Technical Degree",1985,4,"Female",73,3,2,"Laboratory Technician",3,"Married",NA,26849,1,"No",11,3,1,1,10,2,4,10,9,9,4
40,"No","Travel_Rarely",444,"Sales",2,2,"Life Sciences",1986,2,"Female",92,3,2,"Sales Executive",2,"Married",5677,4258,3,"No",14,3,3,1,15,4,3,11,8,5,10
25,"No","Travel_Rarely",309,"Human Resources",2,3,"Human Resources",1987,3,"Female",82,3,NA,"Human Resources",2,"Married",2187,19655,4,"No",14,3,3,0,6,3,3,2,0,1,2
30,"No","Travel_Rarely",911,"Research & Development",1,2,"Life Sciences",1989,4,"Male",76,3,1,"Sales Executive",2,"Married",3748,4077,1,"No",13,3,3,NA,12,6,2,12,8,1,7
25,"No","Travel_Rarely",977,"Research & Development",2,1,"Other",1992,NA,"Male",57,3,1,"Laboratory Technician",3,"Divorced",3977,7298,6,"Yes",19,3,3,1,7,2,2,2,2,0,2
47,"No","Travel_Rarely",1180,"Research & Development",25,3,"Medical",1993,1,"Male",84,3,3,"Healthcare Representative",3,"Single",8633,13084,2,"No",23,4,2,0,25,3,3,17,14,12,11
